begin_node,end_node_i,Other_Volume
42524119,42502879,9076
42445479,42445474,9070
42421820,42437312,9064
42431793,42430796,9063
1692433919,42428447,9063
42910339,42808179,9062
42437312,42421820,9060
42444960,42437663,9052
42445498,42445505,9048
42424032,42425223,9046
42477235,42473589,9039
276318081,276318086,9026
42841786,42888633,9012
42733809,42735759,9006
42482034,42506427,9002
42435472,42435477,8992
42835637,42835633,8986
42737555,2329087596,8983
42427345,42427346,8976
42816072,42816074,8968
42506427,42477573,8968
42439972,42439968,8965
42478446,42473603,8964
42430378,42430384,8964
42445037,42431560,8957
42445757,42451773,8955
42471183,42487567,8940
42436567,42436353,8930
42429986,589298803,8927
42517097,42517094,8920
42735942,42741087,8911
42440280,1584024995,8911
42509213,42466376,8909
42824169,42920467,8907
42827860,276315035,8886
42850860,42835637,8879
42443264,42443263,8874
2329087596,42737549,8866
42435671,42432700,8857
278641497,42448483,8856
486871373,42480088,8846
595703242,1203806378,8844
42826042,42810477,8834
42425955,42427300,8831
2799469684,42832453,8828
42437058,42431057,8825
42445867,42448693,8813
42450044,42449007,8808
42437354,42455396,8794
42818104,42818107,8783
42422592,42421778,8769
42484219,42464419,8732
42445466,42427300,8721
42445310,42434821,8716
42430282,42427797,8709
42428483,42428480,8707
42447230,596776032,8702
42437530,42438174,8692
42430265,42430269,8688
42439984,42439981,8681
42513150,42479289,8669
42439842,42439840,8639
42440112,42440122,8633
1692433920,42448552,8630
42440408,2854054927,8618
42752596,42736713,8613
42931320,276069438,8612
42464586,42464589,8604
42870253,42855339,8601
42466447,42466440,8596
42437058,42422018,8596
42454795,42440335,8594
42436033,42449600,8587
42824080,42807554,8585
42481025,2406352164,8584
598227849,42476753,8580
42502879,42518700,8573
42430688,42430685,8561
248708583,370924945,8551
103880616,103873526,8551
42902909,42902907,8551
42453952,42430004,8550
60921026,42737555,8548
42474786,42474795,8543
42441535,42437058,8527
42823959,42926923,8526
42430546,42428405,8520
42431519,42431773,8518
42438867,42428072,8518
42431556,42435714,8505
42502684,42488212,8496
42835633,42835627,8496
588114548,42766929,8494
42876788,42876791,8493
42447030,42436516,8486
42486362,42487564,8479
1584024995,42448593,8477
276207582,42817805,8471
42430747,42430749,8468
42442276,42454423,8443
42464580,42464586,8442
42846322,42846325,8438
42527875,42468453,8430
42808195,276069369,8428
42435657,42435660,8427
42428315,42428313,8426
42436707,42449963,8418
42421828,42430938,8415
1692433920,1692433919,8408
42422018,42437058,8406
589100711,42439191,8403
588114612,588114548,8392
276318048,276318081,8391
42833250,42833309,8389
42455051,42453175,8373
42434161,42438052,8365
42856521,42833316,8363
2854054927,42440408,8363
42817402,42824112,8359
103886419,103881371,8356
42467463,42518580,8355
42443346,42443344,8350
42439834,42429661,8337
42437770,42437773,8326
276318086,276318085,8325
42452365,42443534,8322
276065579,42874694,8312
370924945,370927292,8312
42427972,42427970,8306
42876782,42876788,8296
42902894,42518739,8291
42429563,42430007,8290
42438891,42449956,8282
42440004,42440001,8280
61272284,42438306,8264
42488330,598035427,8259
42502693,42514974,8259
42874694,276065908,8253
42487558,42474733,8244
42456543,42437280,8242
42442577,42435367,8236
1538237248,1584024995,8235
42437529,42439170,8233
42772936,42765905,8228
42824085,42824080,8207
42487555,42487558,8194
42443806,42445917,8191
42493380,42493375,8189
42453999,42442931,8187
42465292,42465288,8187
2799469682,2799469684,8185
42501891,42464955,8183
42429986,42431661,8168
42464576,42464580,8167
42437058,42441535,8167
471243699,595800962,8167
42436779,42432135,8166
42440012,42440009,8166
42438867,42441668,8164
42467396,42469876,8162
42448390,42443618,8157
42428975,42428978,8157
42429378,42432211,8156
42430707,42430704,8154
42427278,42443588,8143
42448593,42456492,8140
42832996,42841755,8132
42430247,42430828,8127
42436586,42449906,8121
42428385,42428379,8113
277031024,277030759,8110
42433569,42441587,8105
248709820,42457788,8102
595352927,761323191,8099
42515023,42515022,8095
42433611,42439960,8093
103881371,103883598,8090
42432679,42429507,8089
42435702,42435705,8085
42833321,42833316,8083
42440271,42440270,8079
42920892,42861161,8061
42437589,42437580,8059
42500051,42500050,8055
42430924,42430914,8049
42518739,42512120,8047
42446991,42449956,8047
42444271,42440271,8046
42422042,42422050,8044
42520559,42475325,8042
42825901,42825544,8035
42433625,42443965,8033
42436751,42436748,8029
42874612,42874618,8029
42446999,42448338,8019
42874631,42908916,8000
42430736,42430722,7999
42444954,593973910,7998
42855339,42818003,7998
42516187,42467396,7996
427841034,427842140,7996
42856569,42856566,7995
42435632,42434810,7989
42474668,42474671,7986
42904155,42873410,7982
42851917,42806584,7974
42434161,42441564,7970
42474970,42478446,7969
42425348,42441535,7969
596775919,42446998,7969
42440020,42440015,7968
42432201,42432199,7965
42436374,42436377,7956
42428264,42428258,7952
42440527,42436115,7950
42423674,42440025,7945
42437503,42437770,7945
42846314,42846322,7928
42439203,42456543,7926
2387504625,1696727885,7914
42841755,42841760,7908
427841043,427841050,7908
42810972,42810967,7900
42421741,1061531654,7890
42824112,42824118,7888
42430375,42430378,7883
42818003,42818006,7883
42424932,486869939,7882
588175753,42796436,7876
42443975,42433644,7874
42432161,42442255,7874
42741110,42735942,7871
42439272,42429657,7871
42454042,42446363,7867
42513012,42516187,7863
42437436,42431680,7861
42483475,42519223,7859
42430677,42430673,7853
42477344,42477341,7850
42450055,42450057,7848
42453177,42453175,7844
42736713,42718381,7838
42429980,42431656,7822
42438819,42438300,7820
42752593,42752596,7809
598043789,598043787,7808
42434354,42434355,7807
42911763,42911782,7803
42447308,42447303,7803
42432703,42432706,7802
42438928,42435354,7800
42801729,2689614147,7790
42427970,42427972,7787
42449027,42430924,7777
42453630,42430594,7777
42879385,42818430,7765
42432102,42432099,7763
60925728,595473421,7762
42430350,42430352,7753
42429662,42435610,7747
2821304136,2821304137,7746
276059532,276060698,7742
276069438,42920892,7740
42444960,1533280148,7733
42444049,42446977,7727
42430304,42437654,7714
42431654,42429976,7713
42429773,42432099,7711
598033029,42520740,7710
42935217,42815810,7709
595245843,61272284,7707
42765242,42741098,7702
42733591,42741106,7702
42435599,42435603,7677
42440015,42440012,7677
42432184,42437589,7675
42935137,42916766,7667
42436911,42436913,7657
2548015256,276385544,7657
42818110,42818112,7649
100521544,100522479,7647
42506329,42469472,7638
42445909,42445910,7632
42428329,42428328,7629
2821304137,2821304138,7619
42904563,42915529,7619
42440934,42445039,7612
42440009,42430363,7610
42435650,42433620,7602
42449938,42445661,7597
42440022,42431549,7589
42443000,42431681,7589
42455238,42428978,7576
42446363,42449550,7572
277046475,276317215,7571
42439580,42439581,7561
42440935,42430749,7559
42431684,42455695,7554
373864855,370880731,7553
42811340,42855098,7541
42443612,42432825,7532
42438084,42422086,7528
42447303,42447308,7521
42477237,42487552,7519
42436126,42452006,7511
42436481,42436484,7508
42458313,42432305,7502
42817408,42833332,7488
42431814,42431812,7480
42431681,42437445,7476
42858903,42816102,7473
2324482224,42434226,7473
42437312,42433569,7470
42741106,42741110,7468
42436119,42436122,7455
42433060,42433058,7455
42434355,42434354,7454
42433057,42433046,7450
42741101,42733591,7444
42478906,42478904,7443
42838415,42838393,7440
42429562,42449597,7426
42435705,42435707,7420
42430673,42430669,7410
42874602,42818471,7401
42436514,42455113,7401
42430571,42430557,7397
42476663,42476656,7388
42428491,42428489,7384
42521981,42535511,7383
42860617,42860618,7382
42440463,42449961,7381
42430378,42431544,7379
42466500,42466499,7378
42473589,42477235,7375
42450341,42440935,7370
42428264,42439960,7357
42502712,42502709,7352
42430277,42430279,7345
42478904,42502927,7336
276318085,276318084,7328
42842366,1064257394,7318
42437605,1773076778,7318
42430274,42430277,7308
42440343,42440345,7304
42430713,42430722,7298
42436152,42436423,7295
42435257,42435261,7295
42441670,42441668,7295
42430044,42442247,7294
42441564,42441569,7286
42432211,42432208,7284
42741087,42741091,7281
42444933,42444928,7276
2504882471,587934268,7273
42920889,42931320,7269
42455963,42448390,7265
42818120,42825900,7263
42436784,42436779,7263
42428272,42439964,7263
42916766,42932262,7260
42453310,42439203,7247
42438306,42438304,7232
42449045,42430861,7225
42758053,42745925,7207
42931844,42908259,7204
42512479,42517465,7202
42435910,42431990,7202
42741091,42735954,7196
42473603,42478438,7185
42818337,42842573,7182
42447076,42431678,7156
42439813,42437749,7145
42430945,42444837,7145
42531627,42520808,7143
42452040,42449570,7142
42866384,42866377,7140
42818006,42818010,7136
42424145,42438809,7135
42842354,42903808,7124
42444909,42435599,7123
42505389,42468747,7123
42932839,42817771,7117
42427369,42428183,7115
358448394,42427817,7113
42431678,42437433,7112
42431280,42423677,7095
42435603,42429662,7089
42436371,42436374,7085
42454378,42427369,7080
42866526,42811451,7075
42436947,42446562,7074
42818430,42842376,7071
42446778,42440108,7071
42515022,42471130,7070
42433058,42433057,7069
42434197,42443799,7048
42520740,42488330,7044
42428072,42428068,7043
486864458,486873300,7035
42438832,42438306,7019
42431563,42455643,7015
42876570,42892917,7014
42908916,42908911,7013
42447230,42437428,7013
42422056,42422053,7004
42438173,42438849,7003
42428480,595407648,6988
42436949,42436947,6980
42440144,42432929,6979
596799891,42427036,6978
247227450,561950065,6974
42427968,42427970,6967
42429874,42453624,6966
42440545,42440553,6944
42422016,42422018,6937
2053820238,2387504625,6927
42449685,42449938,6921
42435618,42434271,6919
42435636,593973910,6919
42448996,42453545,6917
42437654,42430304,6915
42438923,42440138,6914
42464292,42476636,6913
1865205550,42498503,6911
42427985,42427991,6910
42453000,42444055,6906
42517094,42471595,6904
42436184,42436181,6899
42896944,2548015256,6894
42479289,1865205550,6890
2402842565,42882987,6889
42477237,42473589,6887
42445230,42436481,6886
42437354,42453613,6879
42429716,42443165,6879
42429741,42429735,6875
42498552,42502401,6872
482655346,42884818,6858
42455007,42446562,6853
42433870,2216963516,6838
42884832,42909564,6828
42908517,42932492,6800
42433282,42433261,6797
42436333,42436336,6793
42512120,42511953,6786
42446275,42436753,6784
42433881,42433886,6776
42429390,42436431,6772
598033003,42519640,6760
42453610,1919595921,6759
42466299,42466306,6756
42514918,42520415,6751
42528868,42521981,6744
42438173,42453310,6733
42517910,42483640,6730
276385544,42844527,6726
42472136,42472138,6721
42452006,42454642,6720
42430898,42430903,6714
42817956,42834948,6713
598227919,42502712,6711
593216431,593301322,6706
42466499,42466496,6704
42437188,42446778,6696
42487552,42474960,6696
42436142,42449089,6693
42864383,42896805,6681
597294497,42866384,6678
42427427,42427426,6676
1506902240,42436192,6675
42818437,42879385,6672
42480099,42482410,6664
42433046,42429466,6659
42465343,42465340,6647
42911782,42941870,6639
42430698,42430694,6633
42465340,42465336,6626
42838618,42801729,6624
42443807,42443806,6619
42445404,42445896,6609
42435629,42435632,6608
42442445,42442451,6606
42479281,42509213,6606
42504234,42504232,6602
42466438,42502404,6588
42429876,42445885,6583
42474960,42487555,6565
42421800,42435308,6562
42430030,42430034,6552
42433574,42433573,6537
42747489,42747493,6528
42439968,42428277,6516
42440960,42445033,6515
42842368,42842366,6514
42430722,42430713,6506
42449550,42450434,6504
597294496,42856258,6502
42436056,42436055,6499
42442877,42446879,6484
42466503,42466502,6483
42484237,42504209,6481
42431659,42429981,6468
42482207,42475322,6451
42466502,42466500,6449
276314183,276299050,6448
42884818,279609722,6440
42487083,42500050,6435
42442902,42436754,6427
42484037,42498630,6425
42428489,42428483,6424
42926487,42867027,6410
42884844,42831212,6406
42743353,42740896,6397
42422018,42438052,6394
42487567,42477254,6378
42437693,42451695,6371
42435534,42427340,6371
42430749,42430747,6370
42438300,595245860,6367
42467919,42467912,6362
1061531447,1061531509,6352
42428962,42427086,6337
42825302,42825301,6335
42449570,42428436,6335
42466398,42476648,6332
42509015,42528868,6329
42442475,42442480,6327
42448605,42427523,6323
42833059,42855140,6322
373268478,373268484,6316
42431118,42421749,6313
42519202,42498552,6312
42498630,42482017,6311
42428268,42428264,6311
60927817,60927819,6301
42429330,42454192,6294
42482014,42498630,6285
42432737,42447295,6283
42454522,42429888,6283
42882916,42842354,6280
598054736,42492404,6260
1773076778,42437605,6258
42885762,42833591,6251
42497669,42502693,6249
42838565,42882916,6246
587933855,60927817,6243
42514451,42514448,6234
42436935,42429373,6225
276317345,42836389,6219
587934079,587933855,6199
42427991,42427985,6192
42440785,42440679,6177
42423565,42456041,6163
42519207,42517910,6163
42747493,42772936,6156
42931320,42825887,6155
42502693,42486334,6149
42499830,42513726,6148
42425955,42445783,6140
42442857,42434142,6139
486873300,42505389,6126
42820840,42820842,6118
42446875,42434355,6112
42440710,42431490,6111
42480574,42494916,6110
42856258,597294497,6104
42447308,42446733,6100
42856566,42856563,6095
42469478,42537973,6089
42427371,42430265,6083
42866377,277385050,6078
373867810,42467403,6071
42444928,42427477,6068
42502701,42519271,6067
42842364,42838565,6067
42455934,42440469,6067
42465649,598291100,6052
42444837,42451712,6050
42437451,42431684,6047
42466495,42466492,6046
42446547,42436943,6044
42842601,42842596,6037
486876059,486867548,6028
42466440,42523094,6026
42428408,42428405,6022
42517081,42486735,6021
42502709,42476472,6016
595314119,42425348,6013
42430938,42430924,6010
42817805,42859957,5981
42495871,42484237,5976
486868138,486876059,5968
42439191,42451018,5965
42478111,42478109,5964
42827856,42827860,5946
42437915,42427494,5938
276065908,482661024,5935
1533280148,42434427,5932
42859957,42859942,5918
42434270,42439836,5911
42430519,42436037,5909
42902896,42902894,5908
2446054619,42842543,5903
42896911,42870253,5903
42807836,42859957,5902
277385050,42866377,5897
42434434,42455751,5892
602890392,42465318,5889
42896831,42896827,5872
42858987,42858990,5869
42443313,42443310,5862
42431413,248709587,5853
42491642,1123921544,5849
42436793,42439537,5845
42874091,42873480,5835
42745934,42744747,5806
42820842,42866368,5801
42454423,42436784,5795
42446504,42455751,5793
42475977,42477265,5792
42804745,42884844,5789
42429910,42429918,5783
42818454,42818445,5780
42433886,422438905,5777
42430009,1782672705,5772
42466454,42497788,5765
42735692,42778545,5757
42475322,42482202,5755
42474958,42477237,5747
42878189,42817956,5745
42430942,42421828,5736
42496102,42496098,5734
42434346,42430394,5724
42896827,42880319,5719
42444353,42444479,5718
42533191,42530006,5712
42445481,42445479,5711
42439830,42439826,5702
42818454,42842400,5702
42466180,42466179,5700
42441587,42421778,5693
42514854,42475764,5679
595703269,595703283,5679
42428444,42449576,5678
42842596,42850855,5672
42452107,42427335,5661
42468747,42505383,5655
42436055,42436333,5655
42906419,42867040,5654
42465276,42465273,5649
42428332,42428329,5646
42436050,42430519,5640
595245925,595245860,5637
42866526,42833059,5632
42718381,42736717,5631
42437287,42442877,5626
42906413,42890454,5620
422438905,373268478,5618
42427337,42427340,5606
42503833,42495871,5602
42842400,42811340,5598
42453175,42455051,5595
588455744,42435434,5590
42433302,588455859,5589
42431165,42445534,5578
42466383,42467919,5575
42466183,42466180,5565
1773084405,42437626,5561
42446933,42456568,5559
42514454,42514451,5555
596775963,42431654,5542
486864444,592627492,5532
42467912,42464292,5522
42443263,42443268,5522
42827615,42902896,5520
42442877,42431464,5519
42842376,42814259,5518
42453158,42444833,5515
42456303,42456211,5510
42430691,42430688,5505
42439530,1919595927,5488
42438463,42438362,5468
42509239,42518976,5464
276059532,276059536,5462
42434226,42434215,5455
42466172,42465649,5441
42466204,42466202,5439
42486334,42478111,5437
42818445,42818437,5429
598054722,42486083,5425
2504882471,587934079,5421
42745925,42745934,5412
42446521,42436935,5403
42880319,42896819,5402
42475745,42483475,5401
42436052,42437463,5399
42437124,42437755,5398
42454401,1782672705,5396
42920362,42881950,5391
42814259,42842371,5375
42483504,42483496,5357
42466244,42466249,5351
42434800,42429874,5351
42441569,42421820,5351
42502883,42518710,5348
42437280,42456543,5345
42901588,588181373,5328
42437283,42446875,5322
42466179,42466172,5322
42434279,42443674,5311
277482363,277482105,5310
42455412,42449038,5305
42731099,42731102,5293
42436088,42442288,5275
42472144,42520764,5274
42885759,42860618,5263
42437349,42455175,5261
42504442,42513012,5252
42428405,42428402,5232
42475949,42497674,5225
42491439,42491444,5222
42434355,42434357,5219
42477222,42470385,5216
42449893,42437283,5198
1258875710,1258875635,5191
272195272,42427278,5189
42439813,588455744,5185
42428283,42439972,5185
42533186,42525919,5169
42466282,42466273,5165
42449576,42456197,5161
42429659,42430263,5160
42873480,42874087,5156
42911782,593300772,5153
42469633,42526329,5152
42825900,42825901,5149
42816054,42870348,5148
42518710,42518716,5147
42499470,42473222,5130
42498630,42503302,5114
42484011,42484039,5113
42429375,42429378,5106
42466214,42466209,5099
2807666064,42885397,5094
42436894,42452006,5090
42424408,42436064,5079
42430739,42430736,5078
42427374,42427371,5074
42436139,42436404,5067
42430557,42445357,5062
42478191,42478197,5061
42446668,593915293,5055
42439001,42436947,5037
42430257,42430259,5035
42430356,42432585,5026
42895303,42895302,5020
42430269,42430271,5015
42437074,42432075,5012
42517465,42517467,5010
42430898,42442857,5007
1061531504,42428720,5005
42434358,42434357,4988
486876059,42429773,4979
42877851,42877849,4975
42440290,42453943,4970
42790935,42874091,4969
42442943,42442939,4953
42915529,42906255,4951
42455897,42429918,4943
42500050,42469624,4941
42430394,42434346,4941
42835415,42860184,4939
42431877,42437536,4933
42476476,42492270,4928
42466481,42466468,4928
42466202,42466200,4925
42436146,42436411,4921
42448605,42436734,4914
42488270,42491439,4914
42453613,370893396,4908
42464848,42523691,4905
42856620,42790935,4904
42896819,42864383,4904
42440340,42440343,4893
493889629,42434410,4893
42516250,42499172,4891
246899801,42451402,4890
42867040,42906413,4885
42447435,1919595921,4882
42778545,42743020,4880
42467403,42504433,4845
42466209,42466204,4843
42441587,42433569,4836
42892924,42906425,4834
42446932,42454522,4817
42440847,246887345,4811
42430805,42430803,4809
42434357,42437283,4803
42449926,42449314,4798
42466239,42466244,4788
42436734,42440146,4782
42429354,42422056,4772
42439203,42453310,4765
42877849,42866629,4765
42449641,42433072,4765
42432089,42452107,4764
42430761,42436968,4760
42427750,42427747,4759
42461394,42502401,4756
42431802,339044224,4754
42833574,42885759,4739
42438529,42437505,4729
42422053,42454795,4727
42444829,42434215,4726
42453607,42453604,4723
42427386,42444916,4721
42429565,42430009,4718
42427483,42453630,4717
1061531504,1061531807,4716
42486339,42486341,4715
42809955,42827615,4704
42434355,42437021,4704
42470376,42501208,4695
42842371,42842368,4691
42427335,42427337,4677
42453613,42453610,4677
42434259,42432963,4675
42472987,42481025,4671
42424610,42434871,4662
42436014,42436017,4660
42450325,42439335,4658
42437951,42433281,4653
42825544,42825906,4652
42435434,588455744,4647
42438174,42438173,4642
42436100,42436369,4626
42497721,42497720,4624
1782672710,1431790464,4622
42502401,42519207,4591
42904586,42817776,4586
42434974,42434969,4582
42879545,42919687,4579
42435596,42435598,4570
42437084,42437096,4568
42442881,42437287,4564
42425955,42435434,4563
42443534,42432598,4561
42435707,42435710,4558
42428441,42428438,4554
42432075,42432077,4552
42444832,42453177,4541
42475971,42465279,4536
42431877,42431868,4531
1919595921,42447435,4529
42430279,42430282,4529
42456543,42439203,4526
42442906,42442902,4521
42824112,42833325,4519
42425188,42425162,4519
42842559,42827975,4515
42435372,42435367,4513
42439345,42445574,4504
42876795,42908517,4492
42424864,42423456,4485
42466508,42466506,4483
42431453,42434352,4481
1782672705,1782672710,4475
103877626,103868269,4475
588455744,1773060099,4474
42444479,42444353,4465
42431490,42430255,4457
42482461,42482458,4449
1692450029,42439178,4442
42437536,42431868,4440
42455357,246649429,4433
42431453,42431452,4432
42443832,588455744,4420
42465279,42475977,4392
42500003,42492401,4390
42427340,42435538,4377
42435668,42435671,4374
42466376,42466378,4368
42436756,42445417,4366
42477241,42474958,4366
42459820,42427242,4365
42866629,42877845,4363
42475977,42475980,4361
42475949,42475953,4356
587988392,825418517,4355
42428391,42428385,4331
1918039898,42432308,4322
42464827,42492210,4314
42430669,42430664,4313
42486350,42486353,4312
42442286,42436567,4311
42436894,42436129,4311
103868269,103870467,4309
42466510,42466508,4297
42428480,42428476,4293
42724759,42724756,4278
103883598,103877626,4277
42430535,42427278,4276
42466506,42486350,4255
42494916,42464827,4244
277482105,2054405684,4241
277385050,597269956,4221
42518588,42516389,4220
42465315,42465312,4220
42436122,42436381,4219
42430861,42428480,4216
103876555,103867934,4214
42817418,42872027,4213
471241911,42724759,4213
42449067,42430857,4202
2025209370,42757938,4198
42445409,42456568,4194
380059967,42497720,4192
371225085,42424109,4191
42733526,42733524,4174
103867934,103886419,4171
42466259,42466249,4169
595800962,471241911,4168
42496432,278630368,4161
42499167,42477907,4161
42906428,42906425,4158
42488442,42470376,4155
42428183,42428179,4148
42471048,42488527,4146
593915202,42443977,4136
103873526,103876555,4127
42494916,42480574,4127
42439178,42442881,4124
42431505,42431503,4110
42446293,42436756,4107
42450434,42440966,4099
598043787,598043789,4084
276299050,2089938080,4075
42451674,42428232,4074
42473222,42466950,4054
42446528,42436939,4054
1919595921,42453607,4041
42436364,42436369,4040
42470437,42494930,4028
42504435,42504442,4024
42466249,42466244,4005
42455013,42430938,4002
42440075,42438018,3994
42895303,42906419,3991
42429832,42430557,3990
42816050,42816054,3978
42440072,42440075,3975
42825919,42825916,3972
42456568,42445409,3960
42440356,42444242,3957
42442269,42432156,3952
42438060,42436069,3925
42906419,42876752,3915
247224999,595703283,3913
588455700,42437773,3911
42443671,42434268,3903
42437914,42427483,3900
42433173,42433165,3892
42492270,42475949,3891
42906425,42825879,3890
42504433,42504435,3881
42430914,42449023,3880
42838611,42838614,3880
42436779,42442276,3869
42435538,42432089,3861
42443826,42432324,3837
42443305,42440934,3833
42439228,42434314,3818
42435456,42445612,3815
42440065,42440069,3802
42806459,42806519,3802
42884844,42804745,3801
42859209,42884832,3795
42499172,42499167,3782
42447389,42432961,3779
42446875,42449890,3764
42478109,42486329,3752
42514974,42471048,3750
42497720,42469358,3744
42429840,493889629,3736
42440721,42431452,3712
42427249,42422056,3712
42466491,42466481,3706
42431464,42440737,3702
42486329,42514974,3697
42466244,42466239,3697
42519258,42513498,3696
1919595923,42453610,3682
42433165,42431201,3676
42428447,42448552,3674
42818573,42861196,3672
371206271,42451754,3672
1258945357,278630368,3672
593301234,42804992,3670
486867490,42429769,3664
42466492,42466491,3660
42493403,598202957,3658
42454622,42435198,3657
42931433,42859209,3648
42456986,42440527,3648
42513496,42514188,3632
42422056,42427249,3632
1061531509,1061531447,3628
42434314,42440065,3624
42422035,42434413,3621
42437626,1773121034,3617
42439170,42449893,3616
42427242,1584024995,3609
42449893,42439170,3600
42486353,42466214,3599
42445466,42430535,3599
42433554,42433553,3596
42422038,42438155,3592
42861196,42906428,3588
42435470,42432174,3585
42478438,42478436,3577
42455465,42431461,3568
42432077,42432078,3555
42444480,42431889,3550
42440069,42440072,3515
42882987,42856551,3515
42429888,42456555,3514
1533280148,2779131562,3514
42449817,42433298,3510
42432073,42432075,3502
42427346,42427352,3499
42513166,42500696,3487
42752592,42752593,3479
42435598,42435599,3476
42842754,42891833,3464
42836198,42920362,3461
42437379,42453545,3460
42434410,42422050,3447
42910163,42836198,3444
42454798,42427249,3433
42445409,42445411,3428
42486341,42486345,3428
42456206,42449817,3403
427804029,42446504,3398
42434201,42442851,3390
42436384,42436126,3384
42428376,42422042,3382
42428436,42428434,3380
42422053,42429362,3378
42456211,42449589,3369
42762533,42766934,3367
42499982,598054722,3366
42823427,42838611,3357
42431464,42431461,3351
42477570,42469389,3341
2054405684,2054405674,3337
42454758,42439096,3333
42433789,42433785,3321
42434011,247224999,3304
42434427,1533280148,3292
42730077,42739739,3286
42447399,42447389,3266
42436050,42437461,3252
42422035,42422038,3248
42479028,42479023,3243
42467033,42488442,3236
598227835,42478164,3234
42455867,42453166,3223
588455859,42433324,3213
42438886,42438881,3209
42444353,279151954,3207
42432960,42433789,3206
42432181,42430030,3202
42523094,42492213,3197
42491627,42465236,3197
42453604,1775270664,3189
371231340,589928189,3180
42517600,42476725,3172
42431459,42440729,3169
42453036,42448162,3165
589928189,371231343,3163
42473959,42473953,3162
1431790464,2531682690,3156
595703283,42434038,3153
42466249,42466259,3143
42452882,42436714,3109
371231343,371225085,3090
42436754,42442898,3080
277387017,476025008,3075
42483487,42475745,3062
42477573,42477570,3054
42761088,42761092,3043
42466273,42466266,3039
42440170,42454042,3037
42440059,42439228,3033
42761082,42761088,3032
42437349,42453610,3020
42442273,42442269,3019
42491625,42477222,3016
42437670,42455735,3005
42429362,42440343,3004
42526520,42504285,3003
390519635,42439170,2992
42452076,42440686,2991
42445612,42440810,2990
42902907,42877013,2979
42809560,42809554,2971
42440792,42445620,2964
42439530,42439335,2962
42449038,42430942,2962
42744118,42761082,2959
42431536,42431797,2957
42760889,42744118,2956
42449906,42429896,2955
42466259,42466266,2954
42429354,42429353,2951
42433072,42433069,2932
42453610,42437349,2929
42466266,42466259,2893
42488408,42497691,2872
42427307,42427311,2870
42455175,42437349,2835
42497685,42488408,2826
42502926,42466389,2820
42432956,42439598,2814
42492270,42521808,2811
42908901,42866622,2808
42440628,42440639,2803
2531682690,42422035,2801
42748183,42732960,2797
42431508,42454758,2796
561042202,100522731,2753
373268484,247221417,2748
42430187,42431517,2744
42436753,42445413,2709
42444479,42444480,2701
42476725,42517600,2701
42478164,598227849,2696
42881130,42926712,2686
42478421,42478411,2683
42430629,593909446,2673
42427249,42454798,2671
42439990,42430347,2671
595703314,42424850,2668
42436414,42440940,2653
1203806320,1203806378,2652
42732960,42730077,2645
42446266,42446270,2641
42430828,42432201,2625
42455200,42439345,2619
42440280,42440345,2615
42888633,42908901,2608
42477222,42477228,2593
42437096,42437106,2585
42430263,42427371,2559
42428408,42429829,2548
42856556,42841760,2533
42492540,42482461,2528
42501208,42504219,2526
42421972,42428570,2526
42427390,42443676,2522
42454642,42436122,2521
42432156,42432152,2517
42437106,42437108,2516
42434038,1203806320,2509
42436427,42436155,2504
373850916,589928020,2488
42431273,42431275,2485
42437343,42453604,2476
42483475,42483473,2465
42457426,42436139,2464
42909195,2402842572,2455
42439996,42430352,2424
42466273,42466282,2424
42452975,42443975,2397
42431517,42431519,2395
42526333,42469640,2390
42432308,1918039869,2380
42466496,42466495,2371
42434837,42430126,2363
42429888,42454522,2360
42429769,486867490,2351
42422050,42422053,2350
42441777,595352927,2350
42432246,42435451,2344
42883005,42856566,2340
42502927,42502926,2331
42476720,42483469,2320
42444480,42444360,2302
42428980,42428985,2301
42429643,42437996,2294
42455735,42452975,2292
42439096,42436152,2290
42444928,42453630,2285
42432960,42432957,2267
42838999,42882356,2262
42511131,42518747,2235
42435448,42432244,2234
42904174,42838999,2233
42439527,42436779,2228
42432957,42432956,2227
42492244,42527875,2219
42437465,42448430,2218
42499999,42500003,2217
42442410,42442415,2210
42438038,42435448,2208
103238622,103237100,2204
42422086,42422168,2200
42430770,42431273,2188
2422186264,2422186263,2188
103245953,103238622,2186
42439588,42435844,2183
103237100,103245957,2173
42427030,42450634,2171
42483469,42483468,2142
370893396,42453613,2139
42428570,1825841754,2134
42440353,42440356,2129
42435448,42435451,2122
42455735,593915274,2121
42437283,42449893,2085
42428524,42444480,2082
42453175,42444829,2068
42446266,42454522,2064
42439598,42432954,2062
42518972,42492540,2062
42435470,42432282,2056
486867405,486868873,2054
42474050,42474044,2043
588546797,246923513,2030
42453604,42437343,2025
42432954,42435850,2019
42526329,42478421,2003
476025435,1895628122,1999
42430981,42421985,1990
42431453,42434354,1978
42430394,42442142,1970
42429896,42449918,1968
42437084,42432068,1965
42436377,42436381,1951
42867027,42909195,1937
42452067,42432085,1907
42431812,42431805,1904
42455175,42453158,1902
42432961,42432960,1880
42430143,42432127,1877
42504285,42480099,1863
42866657,42882983,1857
42465281,42465279,1852
42427254,42444242,1842
587987721,42428345,1840
42442255,42442247,1831
42506511,42501782,1821
42444242,42427254,1805
42440353,42427254,1791
42435435,42435448,1778
42427249,42434418,1776
42846269,42786670,1773
42473953,42473952,1769
42493348,42514454,1758
42466219,42466227,1754
42501782,42493348,1746
